GameRound,ground,Hands,Backhands,Season,Ages,prize,Rank,Sets
Round of 32,Clay,Right,Two,Summer,3,375000,84,2
Round of 64,Clay,Right,Two,Summer,1,375000,22,2
Round of 16,Clay,Right,Two,Summer,8,375000,109,2
Round of 64,Clay,Right,One,Summer,8,375000,107,2
Round of 32,Clay,Right,Two,Summer,2,375000,82,2
Round of 32,Clay,Right,Two,Summer,1,375000,317,2
Round of 64,Clay,Right,Two,Summer,0,375000,12,3
Round of 64,Clay,Right - Left,Two,Summer,1,375000,260,3
Round of 32,Clay,Right,Two,Summer,5,375000,112,2
Round of 32,Clay,Right,Two,Summer,3,375000,124,2
Round of 32,Clay,Left,One,Summer,1,375000,197,3
Quarter-Finals,Clay,Right - Left,One,Summer,5,375000,139,2
Round of 32,Clay,Right,Two,Summer,3,375000,44,3
Quarter-Finals,Clay,Right,Two,Summer,1,375000,32,3
Round of 16,Clay,Right,Two,Summer,1,375000,23,3
Round of 32,Clay,Right,Two,Summer,2,10000,435,3
Semi-Finals,Clay,Right - Left,Two,Summer,6,10000,312,2
Round of 16,Clay,Left,Two,Summer,7,10000,263,2
Finals,Clay,Right - Left,Two,Summer,6,10000,187,3
Quarter-Finals,Clay,Right,Two,Summer,0,10000,435,2
Semi-Finals,Clay,Right,Two,Summer,11,10000,143,2
Round of 16,Clay,Right,Two,Summer,10,10000,435,2
Quarter-Finals,Clay,Right - Left,Two,Summer,4,15000,95,2
Finals,Clay,Right,Two,Summer,2,15000,115,3
Round of 16,Clay,Right,Two,Summer,6,15000,85,2
Round of 16,Clay,Right,Two,Summer,2,15000,435,3
Round of 32,Clay,Right,Two,Summer,8,15000,116,2
Quarter-Finals,Clay,Right,Two,Summer,2,15000,196,2
Round of 32,Clay,Right - Left,Two,Summer,4,15000,134,2
1st Round Qualifying,Clay,Right,Two,Summer,12,336680,131,3
1st Round Qualifying,Clay,Right,Two,Summer,5,336680,422,2
Round of 32,Clay,Right - Left,Two,Summer,2,336680,17,2
2nd Round Qualifying,Clay,Left,Two,Summer,8,336680,93,2
1st Round Qualifying,Clay,Right - Left,Two,Summer,4,336680,191,2
Round of 16,Clay,Right - Left,Two,Summer,1,336680,49,2
Round of 16,Clay,Left,One,Summer,8,336680,21,3
Round of 32,Clay,Right,Two,Summer,8,336680,35,2
Round of 32,Clay,Right,One - Two,Summer,12,336680,1,2
Round of 32,Clay,Right,Two,Summer,5,336680,20,3
1st Round Qualifying,Clay,Right - Left,Two,Summer,5,336680,180,2
2nd Round Qualifying,Clay,Right,Two,Summer,11,336680,8,2
Round of 16,Clay,Right,Two,Summer,6,336680,7,2
1st Round Qualifying,Clay,Right,Two,Summer,12,336680,435,3
Round of 32,Clay,Right - Left,Two,Summer,2,336680,252,2
1st Round Qualifying,Clay,Left,Two,Summer,1,336680,246,3
2nd Round Qualifying,Clay,Right - Left,Two,Summer,2,336680,265,2
Round of 16,Clay,Right - Left,Two,Summer,2,336680,304,2
Quarter-Finals,Clay,Right - Left,Two,Summer,8,336680,32,3
Round of 16,Clay,Right,Two,Summer,5,336680,16,2
Round of 32,Clay,Right,Two,Summer,9,336680,13,3
1st Round Qualifying,Clay,Right - Left,Two,Summer,10,336680,435,3
Round of 32,Clay,Right,Two,Summer,6,336680,89,3
1st Round Qualifying,Clay,Right - Left,One - Two,Summer,2,336680,212,3
Round of 32,Clay,Right,Two,Summer,5,336680,64,2
Round of 16,Clay,Right,One - Two,Summer,2,336680,94,3
1st Round Qualifying,Clay,Right,Two,Summer,4,336680,40,2
Semi-Finals,Clay,Right,Two,Summer,3,336680,37,3
Quarter-Finals,Clay,Right - Left,Two,Summer,3,336680,219,2
2nd Round Qualifying,Clay,Right - Left,Two,Summer,2,336680,35,3
Round of 32,Grass,Right,Two,Spring,0,50000,63,2
Round of 32,Grass,Right,Two,Spring,5,50000,51,2
Round of 16,Grass,Right,One,Spring,2,50000,37,3
Round of 32,Grass,Right,Two,Spring,3,50000,82,2
Round of 32,Grass,Right - Left,Two,Spring,2,50000,16,2
Round of 32,Grass,Right,One,Spring,8,50000,29,2
Round of 32,Grass,Right - Left,Two,Spring,5,50000,214,2
Round of 16,Grass,Right - Left,Two,Spring,5,50000,161,2
Quarter-Finals,Grass,Left,Two,Spring,5,50000,175,3
Round of 32,Grass,Left,Two,Spring,2,50000,128,3
Semi-Finals,Grass,Left,Two,Spring,1,50000,176,2
Quarter-Finals,Grass,Left,Two,Spring,5,50000,415,2
Finals,Grass,Left,Two,Spring,3,50000,45,2
Round of 32,Grass,Right - Left,Two,Spring,10,50000,333,2
Round of 16,Grass,Right - Left,Two,Spring,5,50000,435,2
Round of 16,Grass,Right - Left,Two,Spring,6,50000,44,3
Round of 32,Grass,Right - Left,Two,Spring,5,50000,31,2
Quarter-Finals,Grass,Right - Left,Two,Spring,1,50000,97,2
Round of 32,Grass,Right - Left,Two,Spring,1,50000,86,3
Round of 16,Grass,Right,Two,Spring,1,50000,81,2
Round of 32,Grass,Right,Two,Spring,2,50000,225,2
Round of 32,Grass,Right,Two,Spring,0,50000,115,2
Quarter-Finals,Grass,Right - Left,Two,Spring,5,50000,114,2
Semi-Finals,Grass,Right - Left,Two,Spring,1,50000,13,2
Round of 16,Grass,Right - Left,Two,Spring,2,50000,50,3
Round of 32,Grass,Right,Two,Spring,1,50000,20,2
Round of 32,Grass,Right,One - Two,Spring,2,50000,26,2
Round of 32,Hard,Right,One,Autumn,0,64000,435,2
Round of 16,Hard,Right,One,Autumn,1,64000,80,3
Quarter-Finals,Hard,Right,One,Autumn,3,64000,18,3
Round of 16,Hard,Right,Two,Autumn,2,64000,70,3
Round of 32,Hard,Right,One,Autumn,5,64000,165,3
Round of 32,Hard,Right,Two,Autumn,0,64000,2,2
Round of 32,Hard,Right,Two,Autumn,5,64000,258,2
Quarter-Finals,Hard,Right - Left,Two,Autumn,2,64000,30,2
Semi-Finals,Hard,Right - Left,Two,Autumn,1,64000,13,2
Round of 16,Hard,Right - Left,Two,Autumn,5,64000,94,2
Round of 32,Hard,Right,Two,Autumn,2,64000,97,3
Round of 16,Hard,Right,Two,Autumn,1,64000,57,3
Quarter-Finals,Hard,Right,Two,Autumn,1,64000,36,2
Round of 32,Hard,Right,Two,Autumn,4,64000,435,2
Semi-Finals,Hard,Right - Left,One,Autumn,7,64000,2,2
Finals,Hard,Left,One,Autumn,1,64000,6,3
Round of 32,Hard,Right - Left,One,Autumn,6,64000,107,2
Round of 16,Hard,Right,One,Autumn,1,64000,435,2
Round of 32,Hard,Right - Left,One,Autumn,7,64000,56,2
Round of 32,Hard,Right,One,Autumn,4,64000,397,3
Round of 32,Hard,Right,One,Autumn,6,64000,381,2
Round of 32,Hard,Right,Two,Autumn,1,64000,143,2
Round of 16,Hard,Right,Two,Summer,6,25000,107,2
Round of 16,Hard,Right - Left,One,Summer,2,25000,61,2
Round of 32,Hard,Right - Left,One,Summer,4,25000,64,3
Quarter-Finals,Hard,Right - Left,One,Summer,12,25000,30,3
Round of 16,Hard,Right,Two,Summer,12,25000,52,2
Semi-Finals,Hard,Right - Left,One - Two,Summer,1,25000,10,2
Round of 32,Hard,Right,Two,Summer,3,25000,192,2
Round of 16,Hard,Right,Two,Summer,2,25000,311,2
Quarter-Finals,Hard,Right,Two,Summer,2,25000,70,2
Round of 32,Hard,Right - Left,One,Summer,0,25000,64,2
Round of 16,Hard,Right - Left,One,Summer,6,25000,299,2
Round of 32,Hard,Right,Two,Summer,3,25000,224,2
Round of 32,Clay,Right,Two,Spring,11,355000,61,3
Round of 16,Clay,Right,One,Spring,5,355000,116,3
Semi-Finals,Clay,Right,One,Spring,4,355000,7,3
Round of 16,Clay,Right,One,Spring,4,355000,22,2
Round of 32,Clay,Right,One - Two,Spring,1,355000,29,2
Round of 32,Clay,Right,One,Spring,1,355000,344,3
Round of 32,Clay,Left,Two,Spring,8,355000,172,3
Round of 32,Clay,Left,Two,Spring,8,355000,50,2
Round of 16,Clay,Right - Left,Two,Spring,2,355000,22,2
Quarter-Finals,Clay,Right - Left,One - Two,Spring,1,355000,18,3
Round of 32,Clay,Right,One - Two,Spring,7,355000,24,2
Round of 32,Clay,Right,One,Spring,7,355000,333,2
Round of 32,Clay,Right,Two,Spring,1,355000,18,2
Round of 16,Clay,Right,Two,Spring,2,355000,19,2
Round of 32,Clay,Right,One,Spring,2,355000,47,2
Round of 16,Clay,Right - Left,One,Spring,7,355000,146,3
Round of 32,Clay,Right - Left,Two,Spring,8,355000,54,2
Round of 32,Clay,Right,One,Spring,5,355000,11,2
Round of 16,Clay,Right,One,Spring,5,355000,269,2
Quarter-Finals,Clay,Right,Two,Spring,3,355000,109,3
Round of 16,Clay,Right,One - Two,Spring,2,355000,234,2
Semi-Finals,Clay,Right - Left,Two,Spring,1,355000,10,3
Round of 32,Clay,Right,Two,Spring,1,355000,20,2
Round of 16,Clay,Right,Two,Summer,2,10000,181,2
Round of 32,Clay,Right,One - Two,Summer,3,10000,30,3
Semi-Finals,Clay,Right,One,Summer,4,10000,188,2
Round of 32,Clay,Right - Left,One,Summer,4,10000,386,3
Round of 32,Clay,Right,Two,Summer,0,10000,161,3
Quarter-Finals,Clay,Right,Two,Summer,4,15000,251,3
Round of 16,Clay,Right,One - Two,Summer,3,15000,435,2
Round of 32,Clay,Right - Left,Two,Summer,2,15000,5,3
Round of 32,Clay,Right,Two,Summer,9,15000,435,2
Round of 16,Clay,Right - Left,Two,Summer,1,15000,316,2
Round of 16,Clay,Right - Left,Two,Summer,0,15000,386,3
Finals,Clay,Right,Two,Summer,5,15000,143,3
Round of 16,Clay,Right,Two,Summer,10,15000,160,2
Round of 16,Clay,Right - Left,Two,Summer,0,15000,171,2
Round of 32,Clay,Right - Left,Two,Summer,9,15000,153,2
Round of 32,Clay,Right - Left,Two,Summer,3,15000,27,2
Semi-Finals,Clay,Right,Two,Summer,6,15000,435,3
Quarter-Finals,Clay,Right - Left,Two,Summer,1,15000,273,2
Round of 16,Carpet,Right,One,Winter,0,10000,435,3
Round of 32,Carpet,Right - Left,One,Winter,1,10000,131,3
Round of 32,Carpet,Right,Two,Winter,1,10000,137,3
Round of 32,Carpet,Right,Two,Winter,1,10000,70,3
Round of 16,Carpet,Right,Two,Winter,4,10000,22,2
Round of 32,Carpet,Right,Two,Winter,5,10000,56,2
Quarter-Finals,Carpet,Right,One - Two,Winter,1,10000,10,2
Finals,Carpet,Right,Two,Winter,0,10000,435,2
Semi-Finals,Carpet,Right,Two,Winter,4,10000,82,2
Round of 16,Carpet,Right,Two,Winter,2,10000,187,2
Round of 32,Hard,Right,Two,Spring,5,50000,3,3
Round of 16,Hard,Right,Two,Spring,1,50000,158,2
Finals,Hard,Right - Left,Two,Spring,3,50000,50,3
Round of 32,Hard,Right,Two,Spring,6,50000,31,2
Semi-Finals,Hard,Right,Two,Spring,5,50000,129,3
Quarter-Finals,Hard,Right - Left,One,Spring,1,50000,211,2
Round of 32,Hard,Right,Two,Spring,8,50000,72,2
Round of 32,Hard,Right,Two,Spring,6,50000,323,2
Round of 16,Hard,Right - Left,Two,Spring,1,50000,74,2
Quarter-Finals,Hard,Right - Left,Two,Spring,3,50000,165,3
Round of 32,Hard,Right,Two,Spring,1,50000,36,2
Round of 32,Hard,Right,Two,Spring,3,50000,277,2
Quarter-Finals,Hard,Right,Two,Spring,2,50000,11,2
Round of 16,Hard,Right - Left,One,Spring,8,50000,126,3
Round of 32,Hard,Right - Left,One,Spring,3,50000,318,2
Finals,Clay,Right,One,Summer,6,10000,198,2
Round of 16,Clay,Right - Left,One,Summer,4,10000,322,2
Semi-Finals,Clay,Right,One,Summer,1,10000,38,2
Quarter-Finals,Clay,Right,One,Summer,0,10000,435,2
Round of 32,Clay,Right,Two,Summer,3,10000,405,2
Quarter-Finals,Clay,Right,Two,Summer,5,10000,130,3
Round of 16,Clay,Right,One - Two,Summer,6,10000,435,2
Round of 16,Clay,Right,One,Summer,6,10000,409,2
Round of 16,Clay,Right,One,Summer,0,10000,435,2
Round of 32,Clay,Right,One,Summer,0,10000,435,2
Quarter-Finals,Clay,Right,One,Summer,5,10000,208,3
Round of 32,Clay,Right,One,Summer,8,10000,146,3
Round of 32,Clay,Right,One,Summer,1,10000,272,2
Round of 32,Clay,Right - Left,One - Two,Summer,2,10000,121,3
Round of 16,Clay,Right,One,Summer,1,10000,366,2
Round of 16,Clay,Right,Two,Summer,2,10000,276,2
Round of 32,Clay,Right,One,Summer,0,10000,435,2
Round of 16,Clay,Right,One,Summer,0,10000,435,2
Semi-Finals,Clay,Right,One,Summer,4,10000,160,3
Quarter-Finals,Clay,Right,One,Summer,4,10000,263,2
Quarter-Finals,Clay,Right,One - Two,Summer,1,10000,117,2
Round of 32,Clay,Right,One,Summer,8,10000,282,2
Round of 16,Clay,Right - Left,One,Summer,3,10000,216,2
Round of 32,Clay,Right,Two,Summer,4,10000,435,2
Quarter-Finals,Clay,Right,One - Two,Summer,4,10000,435,2
Round of 32,Clay,Right,One - Two,Summer,1,15000,429,3
Round of 32,Clay,Right,Two,Summer,5,15000,435,2
Round of 16,Clay,Right - Left,Two,Summer,10,15000,435,2
Round of 16,Clay,Right,Two,Summer,3,15000,435,3
Round of 32,Clay,Right,Two,Summer,2,15000,39,3
Round of 32,Clay,Right,Two,Summer,7,15000,346,2
Round of 32,Clay,Right - Left,Two,Summer,1,15000,150,3
Semi-Finals,Clay,Right - Left,One,Summer,1,15000,144,2
Finals,Clay,Right,One,Summer,8,15000,376,2
Quarter-Finals,Clay,Right,One,Summer,2,15000,129,2
Round of 32,Clay,Right,One,Summer,4,15000,435,3
Round of 16,Clay,Right,Two,Summer,1,15000,435,3
Round of 32,Clay,Right,One,Summer,8,75000,35,2
Round of 32,Clay,Right,Two,Summer,1,75000,44,3
Round of 32,Clay,Right,Two,Summer,2,75000,81,2
Round of 16,Clay,Right,One,Summer,3,75000,29,2
Semi-Finals,Clay,Right - Left,Two,Summer,5,75000,78,3
Round of 32,Clay,Right,Two,Summer,1,75000,14,2
Finals,Clay,Right,Two,Summer,3,75000,28,2
Quarter-Finals,Clay,Right,Two,Summer,6,75000,435,2
Round of 16,Clay,Right - Left,Two,Summer,8,75000,225,2
Semi-Finals,Clay,Right,Two,Summer,5,75000,6,2
Round of 32,Clay,Right,Two,Summer,3,75000,250,3
Round of 16,Clay,Right,Two,Summer,1,75000,435,2
Round of 32,Clay,Right,Two,Summer,7,75000,435,2
Round of 16,Clay,Right - Left,Two,Summer,8,75000,111,2
Round of 32,Clay,Right - Left,Two,Summer,8,75000,55,3
Round of 32,Clay,Right,Two,Summer,0,75000,207,3
Round of 32,Clay,Right - Left,One,Summer,7,75000,34,3
Round of 16,Clay,Right - Left,Two,Summer,4,75000,78,2
Round of 32,Clay,Right,Two,Summer,8,75000,18,3
Quarter-Finals,Clay,Right,One,Summer,3,75000,3,2
Round of 32,Clay,Right,One - Two,Summer,1,75000,11,2
Round of 16,Clay,Right,One,Summer,6,75000,80,2
Round of 32,Clay,Right,One,Summer,5,75000,42,2
Round of 32,Clay,Right,Two,Summer,3,75000,53,3
Round of 32,Clay,Right,One,Summer,4,410200,47,2
Quarter-Finals,Clay,Right,One,Summer,12,410200,223,2
2nd Round Qualifying,Clay,Right,Two,Summer,3,410200,45,2
1st Round Qualifying,Clay,Right - Left,Two,Summer,8,410200,7,3
3rd Round Qualifying,Clay,Right,One - Two,Summer,5,410200,79,3
2nd Round Qualifying,Clay,Right,Two,Summer,1,410200,194,3
2nd Round Qualifying,Clay,Right,Two,Summer,2,410200,261,3
Round of 32,Clay,Right,One,Summer,3,410200,186,2
Round of 16,Clay,Right - Left,One,Summer,12,410200,234,2
1st Round Qualifying,Clay,Right,Two,Summer,3,410200,34,3
Round of 32,Clay,Right - Left,One,Summer,1,410200,179,3
3rd Round Qualifying,Clay,Right,Two,Summer,4,410200,88,2
Round of 32,Clay,Right,Two,Summer,4,410200,88,2
2nd Round Qualifying,Clay,Right,Two,Summer,8,410200,293,2
1st Round Qualifying,Clay,Right,One - Two,Summer,5,410200,232,2
Semi-Finals,Clay,Right,One - Two,Summer,3,410200,14,2
Round of 32,Clay,Right - Left,One,Summer,0,410200,9,2
Round of 16,Clay,Right,One,Summer,3,410200,52,2
1st Round Qualifying,Clay,Right,Two,Summer,2,410200,176,2
Finals,Clay,Right,Two,Summer,2,410200,22,3
Quarter-Finals,Clay,Right,One - Two,Summer,1,410200,25,2
Round of 32,Clay,Right - Left,Two,Summer,7,410200,307,2
Semi-Finals,Clay,Right,Two,Summer,1,410200,15,3
2nd Round Qualifying,Clay,Right,One,Summer,2,410200,8,2
2nd Round Qualifying,Clay,Right,Two,Summer,4,410200,32,3
3rd Round Qualifying,Clay,Right - Left,Two,Summer,4,410200,3,2
1st Round Qualifying,Clay,Right,One - Two,Summer,4,410200,257,2
1st Round Qualifying,Clay,Right,One - Two,Summer,1,410200,156,2
Round of 16,Clay,Right,One - Two,Summer,0,410200,16,2
Quarter-Finals,Clay,Right - Left,Two,Summer,3,410200,35,3
Round of 32,Clay,Right,Two,Summer,3,410200,28,2
1st Round Qualifying,Clay,Right,Two,Summer,12,410200,207,2
Round of 32,Clay,Right,One,Summer,8,410200,60,2
Round of 16,Clay,Left,Two,Summer,7,10000,435,2
Finals,Clay,Right - Left,Two,Summer,3,10000,435,2
Quarter-Finals,Clay,Right,One,Summer,2,10000,435,2
Round of 32,Clay,Right,One,Summer,10,10000,435,2
Round of 32,Clay,Right,Two,Summer,4,10000,435,2
Round of 32,Clay,Right - Left,Two,Spring,6,398250,12,3
Round of 16,Clay,Right - Left,Two,Spring,3,398250,2,2
Round of 32,Clay,Right - Left,Two,Spring,4,398250,39,2
Round of 32,Clay,Right - Left,Two,Spring,2,398250,3,2
Round of 32,Clay,Right,Two,Spring,3,398250,161,3
Round of 16,Clay,Right,Two,Spring,2,398250,74,2
Quarter-Finals,Clay,Right,Two,Spring,2,398250,36,3
Round of 32,Clay,Right,One - Two,Spring,3,398250,10,2
Round of 16,Clay,Right,Two,Spring,2,398250,77,3
Semi-Finals,Clay,Right,One - Two,Spring,4,398250,19,2
Round of 16,Clay,Right - Left,One - Two,Spring,5,398250,63,2
Round of 32,Clay,Right,Two,Spring,0,398250,25,2
Round of 32,Clay,Right,One,Spring,1,398250,14,2
Quarter-Finals,Clay,Right - Left,One,Spring,1,398250,20,2
Round of 16,Clay,Right - Left,One,Spring,6,398250,167,2
Round of 32,Clay,Right,Two,Spring,0,398250,256,2
Round of 16,Clay,Right - Left,One,Spring,8,398250,3,2
Round of 32,Clay,Right,One,Spring,5,398250,22,2
Quarter-Finals,Clay,Right,One,Spring,2,398250,141,2
Round of 32,Clay,Right,Two,Spring,6,398250,93,2
Round of 32,Clay,Right - Left,One,Spring,7,398250,145,2
Round of 16,Clay,Right,One,Spring,4,398250,63,2
Round of 32,Clay,Right,One,Spring,5,398250,76,3
Round of 16,Clay,Right - Left,One,Summer,1,10000,435,2
Round of 32,Clay,Right - Left,Two,Summer,1,10000,435,2
Round of 32,Clay,Right,One,Summer,3,10000,353,2
Semi-Finals,Clay,Right,One,Summer,2,10000,23,2
Quarter-Finals,Clay,Right,One,Summer,0,10000,214,2
Round of 32,Clay,Right,One,Summer,3,10000,283,2
Round of 32,Clay,Right,Two,Summer,3,10000,435,2
Round of 16,Clay,Right - Left,Two,Summer,1,10000,235,2
Quarter-Finals,Clay,Right - Left,Two,Summer,4,10000,158,3
Round of 32,Clay,Right - Left,Two,Summer,2,10000,435,2
Semi-Finals,Clay,Right - Left,One,Summer,2,10000,109,2
Round of 32,Clay,Left,Two,Summer,2,10000,163,2
Round of 16,Clay,Right - Left,Two,Summer,2,10000,275,2
Round of 32,Clay,Right - Left,Two,Summer,5,10000,435,2
Finals,Clay,Right,One - Two,Summer,3,10000,220,2
Round of 16,Clay,Right,One - Two,Summer,5,10000,354,2
Semi-Finals,Clay,Right,Two,Summer,2,10000,252,2
Quarter-Finals,Clay,Right - Left,Two,Summer,2,10000,317,2
Round of 16,Clay,Right,One,Summer,7,10000,435,2
Quarter-Finals,Clay,Right,Two,Summer,6,15000,53,2
Round of 32,Clay,Right,One - Two,Summer,0,15000,94,2
Round of 32,Clay,Right,Two,Summer,3,15000,174,2
Quarter-Finals,Clay,Right - Left,Two,Summer,0,15000,356,2
Round of 16,Clay,Right - Left,Two,Summer,8,15000,220,2
Round of 32,Clay,Right,Two,Summer,4,15000,398,3
Semi-Finals,Clay,Right - Left,Two,Summer,1,15000,220,2
Round of 16,Clay,Right - Left,Two,Summer,2,15000,435,2
Round of 32,Clay,Right - Left,Two,Summer,1,15000,435,3
Round of 32,Clay,Right,Two,Spring,3,400000,231,2
Round of 16,Clay,Right,Two,Spring,6,400000,34,2
Semi-Finals,Clay,Right,One,Spring,1,400000,28,3
Round of 32,Clay,Right - Left,One,Spring,4,400000,36,3
Round of 16,Clay,Right - Left,One,Spring,1,400000,14,3
Quarter-Finals,Clay,Right - Left,One,Spring,2,400000,12,2
Round of 16,Clay,Right - Left,Two,Spring,1,400000,9,3
Round of 32,Clay,Left,Two,Spring,5,400000,142,3
Round of 32,Clay,Right - Left,Two,Spring,5,400000,48,2
Round of 32,Clay,Right,Two,Spring,2,400000,62,2
Round of 32,Clay,Left,Two,Spring,0,400000,69,2
Round of 32,Clay,Right,Two,Spring,3,400000,29,2
Finals,Clay,Right - Left,One - Two,Spring,1,400000,52,2
Quarter-Finals,Clay,Left,Two,Spring,7,400000,34,3
Round of 16,Clay,Right - Left,Two,Spring,8,400000,67,2
Semi-Finals,Clay,Right - Left,Two,Spring,5,400000,36,2
Round of 32,Clay,Right - Left,Two,Spring,1,400000,93,2
Round of 32,Clay,Right - Left,One,Spring,7,400000,31,2
Quarter-Finals,Clay,Right,Two,Spring,5,400000,1,2
Round of 16,Clay,Right,Two,Spring,1,400000,25,2
Round of 16,Clay,Right,Two,Spring,4,400000,23,2
Round of 32,Clay,Right,Two,Spring,8,400000,38,2
Round of 32,Clay,Right,Two,Spring,7,400000,381,3
Round of 32,Clay,Right,One - Two,Spring,2,400000,25,2
Quarter-Finals,Clay,Right,Two,Summer,0,100000,186,2
Round of 32,Clay,Right,Two,Summer,0,100000,160,2
Round of 32,Clay,Right,One,Summer,4,100000,7,2
Round of 32,Clay,Right,One,Summer,3,100000,96,3
Round of 16,Clay,Right,Two,Summer,0,100000,3,2
Round of 32,Clay,Right,Two,Summer,3,100000,27,3
Round of 32,Clay,Right,Two,Summer,2,100000,15,2
Round of 16,Clay,Right,Two,Summer,3,100000,192,2
Quarter-Finals,Clay,Right,Two,Summer,7,100000,48,2
Round of 32,Clay,Right,Two,Summer,3,100000,88,3
Round of 16,Clay,Right - Left,Two,Summer,3,100000,267,3
Round of 32,Clay,Right,Two,Summer,2,100000,38,3
Round of 32,Clay,Right,Two,Summer,8,100000,74,2
Semi-Finals,Clay,Right,Two,Summer,1,100000,142,2
Quarter-Finals,Clay,Right,Two,Summer,6,100000,20,2
Finals,Clay,Right,Two,Summer,1,100000,30,2
Round of 32,Clay,Right,One - Two,Summer,1,100000,261,3
Round of 16,Clay,Right,Two,Summer,9,100000,73,2
Round of 32,Clay,Right,Two,Summer,3,100000,54,3
Round of 16,Clay,Right,One,Summer,2,100000,68,3
Round of 32,Clay,Right,Two,Summer,10,100000,212,2
Quarter-Finals,Clay,Right,One - Two,Summer,3,100000,39,3
Round of 32,Clay,Right,Two,Summer,0,100000,35,2
Round of 16,Clay,Right,Two,Summer,1,100000,51,3
Round of 32,Clay,Right - Left,One,Summer,1,100000,125,2
Round of 32,Clay,Right,Two,Summer,6,10000,435,2
Round of 32,Clay,Right - Left,One - Two,Summer,4,10000,222,3
Quarter-Finals,Clay,Right,One,Summer,2,10000,90,2
Round of 32,Clay,Right,One,Summer,8,10000,435,3
Round of 32,Clay,Right,Two,Summer,2,10000,55,2
Round of 32,Clay,Right - Left,Two,Summer,4,10000,435,3
Round of 16,Clay,Right - Left,Two,Summer,2,10000,81,2
Semi-Finals,Clay,Right,One,Summer,7,10000,435,3
Round of 16,Clay,Right,One,Summer,4,10000,435,3
Quarter-Finals,Clay,Right - Left,One,Summer,2,10000,435,2
Finals,Clay,Right,One - Two,Summer,6,10000,435,2
Semi-Finals,Clay,Right,Two,Summer,2,10000,36,2
Round of 32,Clay,Right,Two,Summer,5,10000,435,2
Quarter-Finals,Clay,Right,Two,Summer,2,10000,97,3
Round of 16,Clay,Right,Two,Summer,8,10000,435,2
Round of 32,Clay,Right,One - Two,Summer,0,10000,18,3
Round of 32,Clay,Right - Left,Two,Summer,1,10000,355,2
Round of 32,Hard,Right,One,Autumn,2,42500,7,2
1st Round Qualifying,Hard,Right,Two,Autumn,4,42500,55,2
